Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Oct 20, 2025 8:00 PM;Oct 20, 2025 9:00 PM;62,147.96;62,160.60;12.63;27,964.41
Oct 20, 2025 9:00 PM;Oct 20, 2025 10:00 PM;58,101.10;58,303.85;202.75;23,209.74
Oct 20, 2025 10:00 PM;Oct 20, 2025 11:00 PM;54,726.93;55,123.94;397.01;20,529.19
Oct 20, 2025 11:00 PM;Oct 21, 2025 12:00 AM;51,213.61;53,370.33;2,156.71;17,115.82
Oct 21, 2025 12:00 AM;Oct 21, 2025 1:00 AM;48,250.91;51,423.47;3,172.56;13,412.50
Oct 21, 2025 1:00 AM;Oct 21, 2025 2:00 AM;46,449.53;50,756.98;4,307.45;11,164.12
Oct 21, 2025 2:00 AM;Oct 21, 2025 3:00 AM;45,584.65;50,314.47;4,729.82;10,170.16
Oct 21, 2025 3:00 AM;Oct 21, 2025 4:00 AM;45,496.51;50,602.81;5,106.29;9,729.05
Oct 21, 2025 4:00 AM;Oct 21, 2025 5:00 AM;46,954.27;51,780.20;4,825.93;11,026.73
Oct 21, 2025 5:00 AM;Oct 21, 2025 6:00 AM;50,101.32;54,214.27;4,112.94;13,650.37
Oct 21, 2025 6:00 AM;Oct 21, 2025 7:00 AM;57,545.65;59,720.03;2,174.38;18,672.00
Oct 21, 2025 7:00 AM;Oct 21, 2025 8:00 AM;63,478.34;63,789.90;311.57;24,219.96
Oct 21, 2025 8:00 AM;Oct 21, 2025 9:00 AM;66,076.84;66,084.20;7.36;25,812.08
Oct 21, 2025 9:00 AM;Oct 21, 2025 10:00 AM;66,354.05;66,833.76;479.71;22,272.99
Oct 21, 2025 10:00 AM;Oct 21, 2025 11:00 AM;67,072.38;68,236.59;1,164.21;17,844.39
Oct 21, 2025 11:00 AM;Oct 21, 2025 12:00 PM;67,285.71;68,570.51;1,284.80;14,531.20
Oct 21, 2025 12:00 PM;Oct 21, 2025 1:00 PM;66,740.60;67,987.18;1,246.58;12,544.15
Oct 21, 2025 1:00 PM;Oct 21, 2025 2:00 PM;64,875.88;66,494.10;1,618.21;11,425.02
Oct 21, 2025 2:00 PM;Oct 21, 2025 3:00 PM;62,930.87;64,703.37;1,772.51;11,865.80
Oct 21, 2025 3:00 PM;Oct 21, 2025 4:00 PM;61,741.50;63,221.19;1,479.69;16,391.91
Oct 21, 2025 4:00 PM;Oct 21, 2025 5:00 PM;61,566.70;62,484.18;917.48;22,959.70
Oct 21, 2025 5:00 PM;Oct 21, 2025 6:00 PM;63,356.43;63,476.98;120.55;31,348.57
Oct 21, 2025 6:00 PM;Oct 21, 2025 7:00 PM;65,877.28;65,885.25;7.97;37,090.49
Oct 21, 2025 7:00 PM;Oct 21, 2025 8:00 PM;65,607.14;65,613.34;6.20;36,559.85
Oct 21, 2025 8:00 PM;Oct 21, 2025 9:00 PM;62,365.02;62,375.46;10.43;33,557.07
Oct 21, 2025 9:00 PM;Oct 21, 2025 10:00 PM;58,254.69;58,386.53;131.84;29,488.02
Oct 21, 2025 10:00 PM;Oct 21, 2025 11:00 PM;54,213.09;54,710.35;497.26;26,640.69
Oct 21, 2025 11:00 PM;Oct 22, 2025 12:00 AM;50,711.22;52,940.88;2,229.66;23,719.78
Oct 22, 2025 12:00 AM;Oct 22, 2025 1:00 AM;47,679.63;51,498.33;3,818.70;21,367.10
Oct 22, 2025 1:00 AM;Oct 22, 2025 2:00 AM;45,256.12;49,204.68;3,948.56;20,058.38
Oct 22, 2025 2:00 AM;Oct 22, 2025 3:00 AM;44,009.87;48,015.16;4,005.29;19,844.91
Oct 22, 2025 3:00 AM;Oct 22, 2025 4:00 AM;43,985.67;47,695.81;3,710.14;21,051.11
Oct 22, 2025 4:00 AM;Oct 22, 2025 5:00 AM;45,326.27;47,783.58;2,457.31;23,300.46
Oct 22, 2025 5:00 AM;Oct 22, 2025 6:00 AM;49,109.62;50,501.55;1,391.93;27,953.40
Oct 22, 2025 6:00 AM;Oct 22, 2025 7:00 AM;56,649.62;56,955.14;305.52;36,370.33
Oct 22, 2025 7:00 AM;Oct 22, 2025 8:00 AM;62,851.28;62,854.92;3.64;43,398.54
Oct 22, 2025 8:00 AM;Oct 22, 2025 9:00 AM;65,105.38;65,112.46;7.08;46,026.21
Oct 22, 2025 9:00 AM;Oct 22, 2025 10:00 AM;65,612.94;65,690.06;77.12;44,450.15
Oct 22, 2025 10:00 AM;Oct 22, 2025 11:00 AM;66,199.40;66,441.96;242.56;42,297.14
Oct 22, 2025 11:00 AM;Oct 22, 2025 12:00 PM;66,567.90;66,851.33;283.43;40,925.44
Oct 22, 2025 12:00 PM;Oct 22, 2025 1:00 PM;65,531.59;66,404.99;873.40;39,109.39
Oct 22, 2025 1:00 PM;Oct 22, 2025 2:00 PM;64,144.06;65,253.88;1,109.83;38,107.45
Oct 22, 2025 2:00 PM;Oct 22, 2025 3:00 PM;62,471.78;63,429.68;957.90;38,996.92
Oct 22, 2025 3:00 PM;Oct 22, 2025 4:00 PM;61,529.92;61,668.19;138.27;43,074.58
Oct 22, 2025 4:00 PM;Oct 22, 2025 5:00 PM;60,534.67;60,640.33;105.66;48,555.19
Oct 22, 2025 5:00 PM;Oct 22, 2025 6:00 PM;61,530.62;61,532.69;2.07;54,761.84
Oct 22, 2025 6:00 PM;Oct 22, 2025 7:00 PM;63,011.07;63,012.92;1.85;58,259.71
Oct 22, 2025 7:00 PM;Oct 22, 2025 8:00 PM;62,416.11;62,418.80;2.69;57,773.95
Oct 22, 2025 8:00 PM;Oct 22, 2025 9:00 PM;59,284.09;59,287.56;3.47;53,774.33
Oct 22, 2025 9:00 PM;Oct 22, 2025 10:00 PM;55,965.17;55,982.34;17.16;49,999.50
Oct 22, 2025 10:00 PM;Oct 22, 2025 11:00 PM;52,092.45;52,138.19;45.74;45,934.30
Oct 22, 2025 11:00 PM;Oct 23, 2025 12:00 AM;48,296.93;48,432.61;135.68;41,216.47
Oct 23, 2025 12:00 AM;Oct 23, 2025 1:00 AM;45,399.44;45,744.75;345.31;36,480.66
Oct 23, 2025 1:00 AM;Oct 23, 2025 2:00 AM;43,138.93;43,537.18;398.25;31,235.91
Oct 23, 2025 2:00 AM;Oct 23, 2025 3:00 AM;41,251.60;42,074.69;823.09;24,639.01
Oct 23, 2025 3:00 AM;Oct 23, 2025 4:00 AM;42,017.78;42,870.71;852.92;19,190.70
Oct 23, 2025 4:00 AM;Oct 23, 2025 5:00 AM;44,027.31;46,795.54;2,768.24;14,941.94
Oct 23, 2025 5:00 AM;Oct 23, 2025 6:00 AM;48,684.70;51,901.93;3,217.22;15,463.15
Oct 23, 2025 6:00 AM;Oct 23, 2025 7:00 AM;56,126.43;57,072.04;945.61;20,051.88
Oct 23, 2025 7:00 AM;Oct 23, 2025 8:00 AM;62,360.89;62,373.32;12.43;23,442.57
Oct 23, 2025 8:00 AM;Oct 23, 2025 9:00 AM;66,255.48;66,364.73;109.25;25,120.65
Oct 23, 2025 9:00 AM;Oct 23, 2025 10:00 AM;67,176.34;67,377.18;200.84;23,705.88
Oct 23, 2025 10:00 AM;Oct 23, 2025 11:00 AM;67,131.92;67,205.55;73.63;22,425.13
Oct 23, 2025 11:00 AM;Oct 23, 2025 12:00 PM;67,381.61;67,514.39;132.79;21,563.46
Oct 23, 2025 12:00 PM;Oct 23, 2025 1:00 PM;67,492.34;67,997.79;505.45;19,010.47
Oct 23, 2025 1:00 PM;Oct 23, 2025 2:00 PM;67,182.98;68,474.82;1,291.84;17,251.16
Oct 23, 2025 2:00 PM;Oct 23, 2025 3:00 PM;65,534.67;66,902.51;1,367.84;16,557.15
Oct 23, 2025 3:00 PM;Oct 23, 2025 4:00 PM;65,108.12;66,116.15;1,008.03;18,282.40
Oct 23, 2025 4:00 PM;Oct 23, 2025 5:00 PM;63,689.79;64,389.68;699.89;20,265.14
Oct 23, 2025 5:00 PM;Oct 23, 2025 6:00 PM;64,525.01;64,597.60;72.58;24,200.97
Oct 23, 2025 6:00 PM;Oct 23, 2025 7:00 PM;66,254.70;66,444.11;189.40;25,010.47
Oct 23, 2025 7:00 PM;Oct 23, 2025 8:00 PM;65,171.19;65,521.49;350.31;23,256.42
Oct 23, 2025 8:00 PM;Oct 23, 2025 9:00 PM;62,144.89;62,265.94;121.05;19,323.08
Oct 23, 2025 9:00 PM;Oct 23, 2025 10:00 PM;58,810.75;59,488.59;677.83;15,655.97
Oct 23, 2025 10:00 PM;Oct 23, 2025 11:00 PM;55,226.84;56,078.64;851.81;13,483.27
Oct 23, 2025 11:00 PM;Oct 24, 2025 12:00 AM;51,587.28;53,762.66;2,175.38;9,647.47
Oct 24, 2025 12:00 AM;Oct 24, 2025 1:00 AM;48,924.19;52,820.97;3,896.78;7,214.72
Oct 24, 2025 1:00 AM;Oct 24, 2025 2:00 AM;46,687.22;50,812.59;4,125.37;4,490.02
Oct 24, 2025 2:00 AM;Oct 24, 2025 3:00 AM;45,820.56;49,986.67;4,166.11;2,637.00
Oct 24, 2025 3:00 AM;Oct 24, 2025 4:00 AM;46,259.98;50,516.63;4,256.65;2,905.36
Oct 24, 2025 4:00 AM;Oct 24, 2025 5:00 AM;47,844.96;52,158.84;4,313.88;4,629.16
Oct 24, 2025 5:00 AM;Oct 24, 2025 6:00 AM;51,497.88;55,612.37;4,114.49;7,225.32
Oct 24, 2025 6:00 AM;Oct 24, 2025 7:00 AM;58,519.50;61,331.39;2,811.88;12,060.89
Oct 24, 2025 7:00 AM;Oct 24, 2025 8:00 AM;63,130.33;63,498.73;368.40;16,650.03
Oct 24, 2025 8:00 AM;Oct 24, 2025 9:00 AM;66,692.61;66,716.28;23.67;18,183.80
Oct 24, 2025 9:00 AM;Oct 24, 2025 10:00 AM;67,422.97;67,473.37;50.39;14,677.59
Oct 24, 2025 10:00 AM;Oct 24, 2025 11:00 AM;68,333.31;69,210.32;877.01;9,136.45
Oct 24, 2025 11:00 AM;Oct 24, 2025 12:00 PM;68,674.11;70,406.97;1,732.86;5,029.38
Oct 24, 2025 12:00 PM;Oct 24, 2025 1:00 PM;67,044.37;68,867.42;1,823.05;3,676.39
Oct 24, 2025 1:00 PM;Oct 24, 2025 2:00 PM;65,083.81;67,135.15;2,051.34;2,913.12
Oct 24, 2025 2:00 PM;Oct 24, 2025 3:00 PM;63,464.72;65,493.14;2,028.43;2,624.58
Oct 24, 2025 3:00 PM;Oct 24, 2025 4:00 PM;62,054.65;64,498.70;2,444.05;2,184.87
Oct 24, 2025 4:00 PM;Oct 24, 2025 5:00 PM;61,895.26;63,799.11;1,903.85;6,334.94
Oct 24, 2025 5:00 PM;Oct 24, 2025 6:00 PM;62,989.04;63,423.85;434.80;13,712.81
Oct 24, 2025 6:00 PM;Oct 24, 2025 7:00 PM;63,372.81;63,595.26;222.45;16,979.98
Oct 24, 2025 7:00 PM;Oct 24, 2025 8:00 PM;62,669.85;62,894.41;224.56;17,391.73
Oct 24, 2025 8:00 PM;Oct 24, 2025 9:00 PM;59,544.55;59,770.65;226.10;13,550.81
Oct 24, 2025 9:00 PM;Oct 24, 2025 10:00 PM;55,678.95;56,084.98;406.03;9,993.69
Oct 24, 2025 10:00 PM;Oct 24, 2025 11:00 PM;52,801.62;53,866.82;1,065.20;8,868.73
Oct 24, 2025 11:00 PM;Oct 25, 2025 12:00 AM;49,634.28;51,883.71;2,249.43;6,860.99
Oct 25, 2025 12:00 AM;Oct 25, 2025 1:00 AM;47,203.53;49,547.57;2,344.04;5,709.12
Oct 25, 2025 1:00 AM;Oct 25, 2025 2:00 AM;45,305.74;48,473.80;3,168.06;4,502.81
Oct 25, 2025 2:00 AM;Oct 25, 2025 3:00 AM;43,995.06;47,190.47;3,195.41;3,977.51
Oct 25, 2025 3:00 AM;Oct 25, 2025 4:00 AM;43,557.72;47,114.40;3,556.68;3,691.54
Oct 25, 2025 4:00 AM;Oct 25, 2025 5:00 AM;43,651.49;47,728.16;4,076.68;4,235.38
Oct 25, 2025 5:00 AM;Oct 25, 2025 6:00 AM;44,584.94;48,955.79;4,370.86;4,279.10
Oct 25, 2025 6:00 AM;Oct 25, 2025 7:00 AM;46,930.19;50,484.69;3,554.50;4,381.98
Oct 25, 2025 7:00 AM;Oct 25, 2025 8:00 AM;49,880.63;51,579.26;1,698.64;6,470.50
Oct 25, 2025 8:00 AM;Oct 25, 2025 9:00 AM;52,812.34;53,294.98;482.64;7,103.61
Oct 25, 2025 9:00 AM;Oct 25, 2025 10:00 AM;55,406.49;55,760.47;353.98;5,530.19
Oct 25, 2025 10:00 AM;Oct 25, 2025 11:00 AM;56,922.96;57,239.48;316.52;3,387.17
Oct 25, 2025 11:00 AM;Oct 25, 2025 12:00 PM;58,044.15;58,828.25;784.10;2,253.02
Oct 25, 2025 12:00 PM;Oct 25, 2025 1:00 PM;58,042.65;59,844.82;1,802.17;1,897.31
Oct 25, 2025 1:00 PM;Oct 25, 2025 2:00 PM;56,727.59;59,137.17;2,409.58;1,074.18
Oct 25, 2025 2:00 PM;Oct 25, 2025 3:00 PM;54,990.69;57,331.66;2,340.96;1,349.93
Oct 25, 2025 3:00 PM;Oct 25, 2025 4:00 PM;54,090.55;56,193.22;2,102.67;2,423.45
Oct 25, 2025 4:00 PM;Oct 25, 2025 5:00 PM;54,484.19;55,345.86;861.67;6,283.38
Oct 25, 2025 5:00 PM;Oct 25, 2025 6:00 PM;56,447.40;56,553.49;106.09;10,749.44
Oct 25, 2025 6:00 PM;Oct 25, 2025 7:00 PM;58,618.74;58,624.89;6.15;14,356.86
Oct 25, 2025 7:00 PM;Oct 25, 2025 8:00 PM;57,442.90;57,444.73;1.83;15,005.73
Oct 25, 2025 8:00 PM;Oct 25, 2025 9:00 PM;54,457.72;54,459.20;1.48;12,050.07
Oct 25, 2025 9:00 PM;Oct 25, 2025 10:00 PM;52,095.59;52,216.59;121.00;10,466.87
Oct 25, 2025 10:00 PM;Oct 25, 2025 11:00 PM;50,080.75;50,084.78;4.03;11,190.84
Oct 25, 2025 11:00 PM;Oct 26, 2025 12:00 AM;47,166.10;47,183.72;17.62;9,269.31
Oct 26, 2025 12:00 AM;Oct 26, 2025 1:00 AM;43,976.68;44,253.97;277.29;6,342.45
Oct 26, 2025 1:00 AM;Oct 26, 2025 2:00 AM;42,121.16;42,384.74;263.58;4,621.59
Oct 26, 2025 2:00 AM;Oct 26, 2025 3:00 AM;40,843.99;41,705.74;861.75;3,593.80
Oct 26, 2025 2:00 AM;Oct 26, 2025 3:00 AM;40,237.03;41,562.38;1,325.35;2,210.71
Oct 26, 2025 3:00 AM;Oct 26, 2025 4:00 AM;40,340.83;42,652.71;2,311.88;1,225.93
Oct 26, 2025 4:00 AM;Oct 26, 2025 5:00 AM;40,684.54;43,403.50;2,718.97;-278.97
Oct 26, 2025 5:00 AM;Oct 26, 2025 6:00 AM;41,077.67;43,712.43;2,634.76;-1,355.82
Oct 26, 2025 6:00 AM;Oct 26, 2025 7:00 AM;42,837.15;44,802.02;1,964.87;-2,764.30
Oct 26, 2025 7:00 AM;Oct 26, 2025 8:00 AM;45,147.30;47,025.49;1,878.19;-1,754.26
Oct 26, 2025 8:00 AM;Oct 26, 2025 9:00 AM;49,005.03;51,444.06;2,439.03;-2,010.35
Oct 26, 2025 9:00 AM;Oct 26, 2025 10:00 AM;52,173.80;55,595.97;3,422.17;-3,189.03
Oct 26, 2025 10:00 AM;Oct 26, 2025 11:00 AM;53,472.44;57,547.80;4,075.36;-5,396.56
Oct 26, 2025 11:00 AM;Oct 26, 2025 12:00 PM;54,628.68;58,719.27;4,090.58;-3,776.74
Oct 26, 2025 12:00 PM;Oct 26, 2025 1:00 PM;54,610.64;58,985.80;4,375.16;-2,812.44
Oct 26, 2025 1:00 PM;Oct 26, 2025 2:00 PM;53,017.99;57,345.09;4,327.09;-858.78
Oct 26, 2025 2:00 PM;Oct 26, 2025 3:00 PM;51,911.37;55,861.90;3,950.53;983.82
Oct 26, 2025 3:00 PM;Oct 26, 2025 4:00 PM;51,991.10;54,913.06;2,921.96;26.63
Oct 26, 2025 4:00 PM;Oct 26, 2025 5:00 PM;53,405.01;54,915.11;1,510.10;1,430.67
Oct 26, 2025 5:00 PM;Oct 26, 2025 6:00 PM;56,462.51;56,705.83;243.32;4,949.41
Oct 26, 2025 6:00 PM;Oct 26, 2025 7:00 PM;55,749.65;55,753.70;4.05;5,261.51
Oct 26, 2025 7:00 PM;Oct 26, 2025 8:00 PM;54,249.89;54,351.12;101.23;4,965.79
Oct 26, 2025 8:00 PM;Oct 26, 2025 9:00 PM;52,407.33;52,798.33;391.00;2,395.20
Oct 26, 2025 9:00 PM;Oct 26, 2025 10:00 PM;51,306.12;52,523.63;1,217.51;1,895.23
Oct 26, 2025 10:00 PM;Oct 26, 2025 11:00 PM;50,637.49;52,541.92;1,904.42;2,494.97
Oct 26, 2025 11:00 PM;Oct 27, 2025 12:00 AM;47,887.00;50,818.32;2,931.32;1,680.34
Oct 27, 2025 12:00 AM;Oct 27, 2025 1:00 AM;45,580.25;49,310.68;3,730.43;2,966.29
Oct 27, 2025 1:00 AM;Oct 27, 2025 2:00 AM;44,600.19;48,216.72;3,616.54;2,337.53
Oct 27, 2025 2:00 AM;Oct 27, 2025 3:00 AM;43,917.20;47,193.38;3,276.18;2,915.69
Oct 27, 2025 3:00 AM;Oct 27, 2025 4:00 AM;44,496.80;48,149.49;3,652.69;4,510.51
Oct 27, 2025 4:00 AM;Oct 27, 2025 5:00 AM;46,121.01;48,937.20;2,816.19;6,584.52
Oct 27, 2025 5:00 AM;Oct 27, 2025 6:00 AM;50,329.93;52,281.38;1,951.44;10,664.93
Oct 27, 2025 6:00 AM;Oct 27, 2025 7:00 AM;58,679.69;59,539.90;860.21;18,094.36
Oct 27, 2025 7:00 AM;Oct 27, 2025 8:00 AM;64,457.44;64,466.05;8.61;24,567.62
Oct 27, 2025 8:00 AM;Oct 27, 2025 9:00 AM;67,491.64;67,538.07;46.43;27,239.90
Oct 27, 2025 9:00 AM;Oct 27, 2025 10:00 AM;67,942.90;67,989.46;46.55;25,021.35
Oct 27, 2025 10:00 AM;Oct 27, 2025 11:00 AM;67,892.37;67,940.08;47.71;22,501.24
Oct 27, 2025 11:00 AM;Oct 27, 2025 12:00 PM;68,467.88;68,541.78;73.90;20,522.26
Oct 27, 2025 12:00 PM;Oct 27, 2025 1:00 PM;67,830.92;68,214.77;383.85;18,491.53
Oct 27, 2025 1:00 PM;Oct 27, 2025 2:00 PM;66,180.32;66,957.31;776.99;17,425.40
Oct 27, 2025 2:00 PM;Oct 27, 2025 3:00 PM;64,762.46;65,080.58;318.12;18,470.68
Oct 27, 2025 3:00 PM;Oct 27, 2025 4:00 PM;64,205.05;64,554.20;349.16;20,929.11
Oct 27, 2025 4:00 PM;Oct 27, 2025 5:00 PM;64,348.24;64,649.16;300.92;23,111.08
Oct 27, 2025 5:00 PM;Oct 27, 2025 6:00 PM;67,704.66;67,706.00;1.33;26,035.74
Oct 27, 2025 6:00 PM;Oct 27, 2025 7:00 PM;67,920.11;67,924.39;4.28;25,366.82
Oct 27, 2025 7:00 PM;Oct 27, 2025 8:00 PM;66,582.22;66,676.23;94.01;21,952.05
Oct 27, 2025 8:00 PM;Oct 27, 2025 9:00 PM;63,153.54;63,640.07;486.53;18,200.59
Oct 27, 2025 9:00 PM;Oct 27, 2025 10:00 PM;60,015.75;62,156.29;2,140.55;13,999.01
Oct 27, 2025 10:00 PM;Oct 27, 2025 11:00 PM;56,162.18;58,938.76;2,776.58;11,992.06
Oct 27, 2025 11:00 PM;Oct 28, 2025 12:00 AM;52,696.03;56,464.21;3,768.18;8,277.28
Oct 28, 2025 12:00 AM;Oct 28, 2025 1:00 AM;49,177.00;53,626.86;4,449.86;5,362.96
Oct 28, 2025 1:00 AM;Oct 28, 2025 2:00 AM;47,402.79;52,307.82;4,905.03;3,741.98
Oct 28, 2025 2:00 AM;Oct 28, 2025 3:00 AM;46,547.42;51,267.11;4,719.70;4,395.74
Oct 28, 2025 3:00 AM;Oct 28, 2025 4:00 AM;47,795.31;52,502.69;4,707.39;6,624.63
Oct 28, 2025 4:00 AM;Oct 28, 2025 5:00 AM;48,747.32;52,936.70;4,189.38;8,471.58
Oct 28, 2025 5:00 AM;Oct 28, 2025 6:00 AM;52,011.73;55,363.36;3,351.63;12,694.52
Oct 28, 2025 6:00 AM;Oct 28, 2025 7:00 AM;59,416.49;60,584.55;1,168.07;20,117.18
Oct 28, 2025 7:00 AM;Oct 28, 2025 8:00 AM;64,765.44;64,831.34;65.90;24,087.93
Oct 28, 2025 8:00 AM;Oct 28, 2025 9:00 AM;67,845.89;67,986.27;140.39;23,345.66
Oct 28, 2025 9:00 AM;Oct 28, 2025 10:00 AM;67,853.60;67,877.20;23.60;21,311.65
Oct 28, 2025 10:00 AM;Oct 28, 2025 11:00 AM;68,835.96;69,016.07;180.11;20,029.74
Oct 28, 2025 11:00 AM;Oct 28, 2025 12:00 PM;69,184.45;69,811.03;626.58;16,578.67
Oct 28, 2025 12:00 PM;Oct 28, 2025 1:00 PM;68,587.81;69,826.77;1,238.95;14,278.91
Oct 28, 2025 1:00 PM;Oct 28, 2025 2:00 PM;67,478.01;68,582.68;1,104.67;14,213.83
Oct 28, 2025 2:00 PM;Oct 28, 2025 3:00 PM;65,243.72;65,772.86;529.14;14,506.45
Oct 28, 2025 3:00 PM;Oct 28, 2025 4:00 PM;64,294.41;64,498.88;204.47;16,942.92
Oct 28, 2025 4:00 PM;Oct 28, 2025 5:00 PM;64,347.02;64,537.05;190.03;19,500.94
Oct 28, 2025 5:00 PM;Oct 28, 2025 6:00 PM;67,751.69;67,874.76;123.07;21,990.32
Oct 28, 2025 6:00 PM;Oct 28, 2025 7:00 PM;67,895.51;67,896.72;1.21;23,097.23
Oct 28, 2025 7:00 PM;Oct 28, 2025 8:00 PM;65,270.50;65,272.23;1.73;21,113.67
Oct 28, 2025 8:00 PM;Oct 28, 2025 9:00 PM;62,186.76;62,202.61;15.85;19,490.93
Oct 28, 2025 9:00 PM;Oct 28, 2025 10:00 PM;58,324.39;58,922.82;598.43;16,629.07
Oct 28, 2025 10:00 PM;Oct 28, 2025 11:00 PM;54,202.66;54,729.42;526.76;14,406.46
Oct 28, 2025 11:00 PM;Oct 29, 2025 12:00 AM;50,864.64;53,323.07;2,458.43;11,624.77
Oct 29, 2025 12:00 AM;Oct 29, 2025 1:00 AM;48,831.90;52,261.40;3,429.50;8,870.56
Oct 29, 2025 1:00 AM;Oct 29, 2025 2:00 AM;47,415.83;52,080.33;4,664.50;8,882.94
Oct 29, 2025 2:00 AM;Oct 29, 2025 3:00 AM;46,716.74;51,243.78;4,527.04;9,586.81
Oct 29, 2025 3:00 AM;Oct 29, 2025 4:00 AM;47,284.13;51,462.21;4,178.07;12,147.29
Oct 29, 2025 4:00 AM;Oct 29, 2025 5:00 AM;48,301.06;50,862.96;2,561.90;15,529.01
Oct 29, 2025 5:00 AM;Oct 29, 2025 6:00 AM;52,119.73;53,430.98;1,311.25;20,618.57
Oct 29, 2025 6:00 AM;Oct 29, 2025 7:00 AM;60,344.87;60,581.79;236.92;28,541.70
Oct 29, 2025 7:00 AM;Oct 29, 2025 8:00 AM;64,953.96;64,962.36;8.40;32,914.52
Oct 29, 2025 8:00 AM;Oct 29, 2025 9:00 AM;67,142.91;67,156.60;13.69;30,703.96
Oct 29, 2025 9:00 AM;Oct 29, 2025 10:00 AM;66,774.62;67,094.12;319.50;24,125.74
Oct 29, 2025 10:00 AM;Oct 29, 2025 11:00 AM;66,465.18;67,385.71;920.53;19,130.65
Oct 29, 2025 11:00 AM;Oct 29, 2025 12:00 PM;65,580.05;66,553.23;973.18;17,245.77
Oct 29, 2025 12:00 PM;Oct 29, 2025 1:00 PM;64,182.27;64,541.06;358.79;18,168.55
Oct 29, 2025 1:00 PM;Oct 29, 2025 2:00 PM;63,285.39;63,618.47;333.08;22,574.48
Oct 29, 2025 2:00 PM;Oct 29, 2025 3:00 PM;62,164.80;62,422.38;257.58;27,728.63
Oct 29, 2025 3:00 PM;Oct 29, 2025 4:00 PM;62,229.02;62,367.15;138.13;35,149.28
Oct 29, 2025 4:00 PM;Oct 29, 2025 5:00 PM;63,162.58;63,170.52;7.95;39,543.35
Oct 29, 2025 5:00 PM;Oct 29, 2025 6:00 PM;66,035.71;66,040.45;4.73;41,025.20
Oct 29, 2025 6:00 PM;Oct 29, 2025 7:00 PM;66,328.51;66,333.32;4.81;37,919.56
Oct 29, 2025 7:00 PM;Oct 29, 2025 8:00 PM;64,997.75;65,015.80;18.05;35,760.95
Oct 29, 2025 8:00 PM;Oct 29, 2025 9:00 PM;61,623.71;61,627.59;3.88;32,827.76
Oct 29, 2025 9:00 PM;Oct 29, 2025 10:00 PM;57,760.71;57,866.11;105.40;30,363.57
Oct 29, 2025 10:00 PM;Oct 29, 2025 11:00 PM;53,871.12;53,884.89;13.77;28,634.29
Oct 29, 2025 11:00 PM;Oct 30, 2025 12:00 AM;49,416.11;50,067.26;651.15;23,587.90
Oct 30, 2025 12:00 AM;Oct 30, 2025 1:00 AM;46,598.30;47,243.03;644.73;20,110.20
Oct 30, 2025 1:00 AM;Oct 30, 2025 2:00 AM;44,556.79;45,716.00;1,159.21;16,724.72
Oct 30, 2025 2:00 AM;Oct 30, 2025 3:00 AM;43,830.70;46,770.31;2,939.60;13,785.49
Oct 30, 2025 3:00 AM;Oct 30, 2025 4:00 AM;44,638.04;49,305.18;4,667.15;11,092.54
Oct 30, 2025 4:00 AM;Oct 30, 2025 5:00 AM;45,645.27;50,380.51;4,735.24;9,279.40
Oct 30, 2025 5:00 AM;Oct 30, 2025 6:00 AM;49,755.50;54,578.11;4,822.61;9,271.38
Oct 30, 2025 6:00 AM;Oct 30, 2025 7:00 AM;57,972.18;60,386.78;2,414.60;14,212.30
Oct 30, 2025 7:00 AM;Oct 30, 2025 8:00 AM;63,794.58;64,741.35;946.77;16,633.33
Oct 30, 2025 8:00 AM;Oct 30, 2025 9:00 AM;65,892.89;66,443.69;550.80;17,462.43
Oct 30, 2025 9:00 AM;Oct 30, 2025 10:00 AM;65,476.58;66,403.06;926.49;10,886.86
Oct 30, 2025 10:00 AM;Oct 30, 2025 11:00 AM;64,446.81;67,415.07;2,968.25;4,630.84
Oct 30, 2025 11:00 AM;Oct 30, 2025 12:00 PM;64,959.10;68,529.88;3,570.79;1,462.23
Oct 30, 2025 12:00 PM;Oct 30, 2025 1:00 PM;64,021.32;67,035.59;3,014.27;1,322.49
Oct 30, 2025 1:00 PM;Oct 30, 2025 2:00 PM;62,091.66;64,897.27;2,805.62;2,395.18
Oct 30, 2025 2:00 PM;Oct 30, 2025 3:00 PM;61,311.14;63,919.92;2,608.79;6,834.90
Oct 30, 2025 3:00 PM;Oct 30, 2025 4:00 PM;62,340.75;63,069.10;728.35;19,347.15
Oct 30, 2025 4:00 PM;Oct 30, 2025 5:00 PM;63,839.60;63,976.95;137.35;32,096.41
Oct 30, 2025 5:00 PM;Oct 30, 2025 6:00 PM;67,548.42;67,666.67;118.26;39,641.36
Oct 30, 2025 6:00 PM;Oct 30, 2025 7:00 PM;67,595.69;67,600.53;4.84;41,320.57
Oct 30, 2025 7:00 PM;Oct 30, 2025 8:00 PM;65,401.73;65,465.20;63.47;41,510.28
Oct 30, 2025 8:00 PM;Oct 30, 2025 9:00 PM;62,200.34;62,205.60;5.26;40,528.32
Oct 30, 2025 9:00 PM;Oct 30, 2025 10:00 PM;58,796.86;58,802.09;5.23;39,049.90
Oct 30, 2025 10:00 PM;Oct 30, 2025 11:00 PM;54,969.48;54,984.66;15.18;36,649.43
